# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,4,4,22,4,5,9,9,6,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(0,1),-6.35437 # DEPENDENCYPART_ARC
(0,2),-5.76262 # DEPENDENCYPART_ARC
(0,3),-5.58555 # DEPENDENCYPART_ARC
(0,4),-5.2202 # DEPENDENCYPART_ARC
(0,5),-6.63352 # DEPENDENCYPART_ARC
(0,6),-5.52926 # DEPENDENCYPART_ARC
(0,7),-6.39038 # DEPENDENCYPART_ARC
(0,8),-5.16143 # DEPENDENCYPART_ARC
(0,9),-5.13996 # DEPENDENCYPART_ARC
(0,10),-6.78082 # DEPENDENCYPART_ARC
(0,11),-4.97974 # DEPENDENCYPART_ARC
(0,12),-6.42661 # DEPENDENCYPART_ARC
(0,13),-5.35779 # DEPENDENCYPART_ARC
(0,14),-5.51693 # DEPENDENCYPART_ARC
(0,15),-6.91653 # DEPENDENCYPART_ARC
(0,16),-7.46616 # DEPENDENCYPART_ARC
(0,17),-6.18643 # DEPENDENCYPART_ARC
(0,18),-7.50526 # DEPENDENCYPART_ARC
(0,19),-7.10573 # DEPENDENCYPART_ARC
(0,20),-7.66607 # DEPENDENCYPART_ARC
(0,21),-6.53086 # DEPENDENCYPART_ARC
(0,22),-0.000892235 # DEPENDENCYPART_ARC
(0,23),-4.84612 # DEPENDENCYPART_ARC
(1,2),-1.99287 # DEPENDENCYPART_ARC
(1,3),-2.13446 # DEPENDENCYPART_ARC
(1,4),-2.51773 # DEPENDENCYPART_ARC
(1,5),-2.66833 # DEPENDENCYPART_ARC
(1,6),-2.76535 # DEPENDENCYPART_ARC
(1,7),-2.08107 # DEPENDENCYPART_ARC
(1,8),-2.96233 # DEPENDENCYPART_ARC
(1,9),-3.37595 # DEPENDENCYPART_ARC
(1,10),-3.07694 # DEPENDENCYPART_ARC
(1,11),-3.27489 # DEPENDENCYPART_ARC
(1,12),-2.32112 # DEPENDENCYPART_ARC
(1,13),-3.43941 # DEPENDENCYPART_ARC
(1,14),-3.99153 # DEPENDENCYPART_ARC
(1,15),-3.44155 # DEPENDENCYPART_ARC
(1,16),-4.09443 # DEPENDENCYPART_ARC
(1,17),-4.30884 # DEPENDENCYPART_ARC
(1,18),-3.21992 # DEPENDENCYPART_ARC
(1,19),-2.50949 # DEPENDENCYPART_ARC
(1,20),-4.33175 # DEPENDENCYPART_ARC
(1,21),-4.39208 # DEPENDENCYPART_ARC
(1,22),-4.04339 # DEPENDENCYPART_ARC
(1,23),-3.36587 # DEPENDENCYPART_ARC
(2,1),0.117376 # DEPENDENCYPART_ARC
(2,3),0.201128 # DEPENDENCYPART_ARC
(2,4),0.13058 # DEPENDENCYPART_ARC
(2,5),-0.572172 # DEPENDENCYPART_ARC
(2,6),-0.233429 # DEPENDENCYPART_ARC
(2,7),-0.628928 # DEPENDENCYPART_ARC
(2,8),-1.36038 # DEPENDENCYPART_ARC
(2,9),-1.32514 # DEPENDENCYPART_ARC
(2,10),-0.918075 # DEPENDENCYPART_ARC
(2,11),-1.66338 # DEPENDENCYPART_ARC
(2,12),-0.611477 # DEPENDENCYPART_ARC
(2,13),-1.81122 # DEPENDENCYPART_ARC
(2,14),-1.90245 # DEPENDENCYPART_ARC
(2,15),-1.54963 # DEPENDENCYPART_ARC
(2,16),-2.25914 # DEPENDENCYPART_ARC
(2,17),-2.19919 # DEPENDENCYPART_ARC
(2,18),-1.56326 # DEPENDENCYPART_ARC
(2,19),-1.10169 # DEPENDENCYPART_ARC
(2,20),-2.61866 # DEPENDENCYPART_ARC
(2,21),-2.71857 # DEPENDENCYPART_ARC
(2,22),-1.82704 # DEPENDENCYPART_ARC
(2,23),-0.453382 # DEPENDENCYPART_ARC
(3,1),-1.66279 # DEPENDENCYPART_ARC
(3,2),-0.226846 # DEPENDENCYPART_ARC
(3,4),0.867594 # DEPENDENCYPART_ARC
(3,5),0.188251 # DEPENDENCYPART_ARC
(3,6),-0.780387 # DEPENDENCYPART_ARC
(3,7),0.0978836 # DEPENDENCYPART_ARC
(3,8),-0.447723 # DEPENDENCYPART_ARC
(3,9),-0.726884 # DEPENDENCYPART_ARC
(3,10),-0.351043 # DEPENDENCYPART_ARC
(3,11),-0.651904 # DEPENDENCYPART_ARC
(3,12),-0.0998775 # DEPENDENCYPART_ARC
(3,13),-0.827741 # DEPENDENCYPART_ARC
(3,14),-1.29331 # DEPENDENCYPART_ARC
(3,15),-1.20612 # DEPENDENCYPART_ARC
(3,16),-2.06754 # DEPENDENCYPART_ARC
(3,17),-1.67358 # DEPENDENCYPART_ARC
(3,18),-0.299181 # DEPENDENCYPART_ARC
(3,19),-1.20301 # DEPENDENCYPART_ARC
(3,20),-2.12629 # DEPENDENCYPART_ARC
(3,21),-2.21874 # DEPENDENCYPART_ARC
(3,22),-1.87752 # DEPENDENCYPART_ARC
(3,23),-1.50169 # DEPENDENCYPART_ARC
(4,1),1.44273 # DEPENDENCYPART_ARC
(4,2),2.74133 # DEPENDENCYPART_ARC
(4,3),3.57612 # DEPENDENCYPART_ARC
(4,5),4.20072 # DEPENDENCYPART_ARC
(4,6),1.22058 # DEPENDENCYPART_ARC
(4,7),1.62266 # DEPENDENCYPART_ARC
(4,8),-0.214983 # DEPENDENCYPART_ARC
(4,9),0.854155 # DEPENDENCYPART_ARC
(4,10),0.705539 # DEPENDENCYPART_ARC
(4,11),-0.724283 # DEPENDENCYPART_ARC
(4,12),1.13429 # DEPENDENCYPART_ARC
(4,13),-1.01493 # DEPENDENCYPART_ARC
(4,14),0.909562 # DEPENDENCYPART_ARC
(4,15),0.135488 # DEPENDENCYPART_ARC
(4,16),-1.4297 # DEPENDENCYPART_ARC
(4,17),-1.30062 # DEPENDENCYPART_ARC
(4,18),-0.399571 # DEPENDENCYPART_ARC
(4,19),1.43224 # DEPENDENCYPART_ARC
(4,20),-1.77715 # DEPENDENCYPART_ARC
(4,21),-1.76749 # DEPENDENCYPART_ARC
(4,22),-0.988543 # DEPENDENCYPART_ARC
(4,23),1.25549 # DEPENDENCYPART_ARC
(5,1),0.0403159 # DEPENDENCYPART_ARC
(5,2),1.43105 # DEPENDENCYPART_ARC
(5,3),0.71842 # DEPENDENCYPART_ARC
(5,4),0.811309 # DEPENDENCYPART_ARC
(5,6),3.58377 # DEPENDENCYPART_ARC
(5,7),0.901966 # DEPENDENCYPART_ARC
(5,8),0.392158 # DEPENDENCYPART_ARC
(5,9),0.205706 # DEPENDENCYPART_ARC
(5,10),-0.0873252 # DEPENDENCYPART_ARC
(5,11),-0.308695 # DEPENDENCYPART_ARC
(5,12),0.770524 # DEPENDENCYPART_ARC
(5,13),-0.518543 # DEPENDENCYPART_ARC
(5,14),-0.57157 # DEPENDENCYPART_ARC
(5,15),-0.995704 # DEPENDENCYPART_ARC
(5,16),-1.6102 # DEPENDENCYPART_ARC
(5,17),-2.66094 # DEPENDENCYPART_ARC
(5,18),-0.0192156 # DEPENDENCYPART_ARC
(5,19),-0.0674687 # DEPENDENCYPART_ARC
(5,20),-4.79897 # DEPENDENCYPART_ARC
(5,21),-4.39225 # DEPENDENCYPART_ARC
(5,22),-1.6083 # DEPENDENCYPART_ARC
(5,23),-1.02146 # DEPENDENCYPART_ARC
(6,1),0.0933364 # DEPENDENCYPART_ARC
(6,2),2.68511 # DEPENDENCYPART_ARC
(6,3),0.710048 # DEPENDENCYPART_ARC
(6,4),0.616337 # DEPENDENCYPART_ARC
(6,5),1.59212 # DEPENDENCYPART_ARC
(6,7),1.36859 # DEPENDENCYPART_ARC
(6,8),0.771253 # DEPENDENCYPART_ARC
(6,9),0.973363 # DEPENDENCYPART_ARC
(6,10),0.992799 # DEPENDENCYPART_ARC
(6,11),0.0456498 # DEPENDENCYPART_ARC
(6,12),0.637248 # DEPENDENCYPART_ARC
(6,13),-0.516633 # DEPENDENCYPART_ARC
(6,14),-0.37663 # DEPENDENCYPART_ARC
(6,15),-0.076754 # DEPENDENCYPART_ARC
(6,16),-1.52012 # DEPENDENCYPART_ARC
(6,17),-1.66752 # DEPENDENCYPART_ARC
(6,18),-0.959914 # DEPENDENCYPART_ARC
(6,19),-0.23795 # DEPENDENCYPART_ARC
(6,20),-2.15399 # DEPENDENCYPART_ARC
(6,21),-1.94861 # DEPENDENCYPART_ARC
(6,22),-1.68917 # DEPENDENCYPART_ARC
(6,23),-0.098776 # DEPENDENCYPART_ARC
(7,1),-1.41789 # DEPENDENCYPART_ARC
(7,2),-0.794644 # DEPENDENCYPART_ARC
(7,3),-1.61561 # DEPENDENCYPART_ARC
(7,4),-1.62687 # DEPENDENCYPART_ARC
(7,5),-0.976629 # DEPENDENCYPART_ARC
(7,6),-0.507291 # DEPENDENCYPART_ARC
(7,8),-0.190532 # DEPENDENCYPART_ARC
(7,9),-0.322996 # DEPENDENCYPART_ARC
(7,10),-0.75367 # DEPENDENCYPART_ARC
(7,11),-1.38172 # DEPENDENCYPART_ARC
(7,12),-0.839758 # DEPENDENCYPART_ARC
(7,13),-1.55279 # DEPENDENCYPART_ARC
(7,14),-1.54153 # DEPENDENCYPART_ARC
(7,15),-1.55543 # DEPENDENCYPART_ARC
(7,16),-2.24926 # DEPENDENCYPART_ARC
(7,17),-2.25415 # DEPENDENCYPART_ARC
(7,18),-0.0951668 # DEPENDENCYPART_ARC
(7,19),-1.37996 # DEPENDENCYPART_ARC
(7,20),-2.44598 # DEPENDENCYPART_ARC
(7,21),-2.57886 # DEPENDENCYPART_ARC
(7,22),-2.08584 # DEPENDENCYPART_ARC
(7,23),-1.75069 # DEPENDENCYPART_ARC
(8,1),-2.026 # DEPENDENCYPART_ARC
(8,2),-1.18324 # DEPENDENCYPART_ARC
(8,3),-1.66355 # DEPENDENCYPART_ARC
(8,4),-1.65744 # DEPENDENCYPART_ARC
(8,5),-1.18945 # DEPENDENCYPART_ARC
(8,6),-0.883384 # DEPENDENCYPART_ARC
(8,7),0.765477 # DEPENDENCYPART_ARC
(8,9),0.938842 # DEPENDENCYPART_ARC
(8,10),0.214272 # DEPENDENCYPART_ARC
(8,11),0.0306296 # DEPENDENCYPART_ARC
(8,12),0.116489 # DEPENDENCYPART_ARC
(8,13),-0.410659 # DEPENDENCYPART_ARC
(8,14),-0.638934 # DEPENDENCYPART_ARC
(8,15),-0.593777 # DEPENDENCYPART_ARC
(8,16),-1.4952 # DEPENDENCYPART_ARC
(8,17),-0.900786 # DEPENDENCYPART_ARC
(8,18),0.69309 # DEPENDENCYPART_ARC
(8,19),-0.604919 # DEPENDENCYPART_ARC
(8,20),-1.41816 # DEPENDENCYPART_ARC
(8,21),-1.45407 # DEPENDENCYPART_ARC
(8,22),-1.20786 # DEPENDENCYPART_ARC
(8,23),-0.897456 # DEPENDENCYPART_ARC
(9,1),1.33551 # DEPENDENCYPART_ARC
(9,2),1.6165 # DEPENDENCYPART_ARC
(9,3),1.12899 # DEPENDENCYPART_ARC
(9,4),0.387552 # DEPENDENCYPART_ARC
(9,5),1.03293 # DEPENDENCYPART_ARC
(9,6),0.505723 # DEPENDENCYPART_ARC
(9,7),2.89678 # DEPENDENCYPART_ARC
(9,8),4.27321 # DEPENDENCYPART_ARC
(9,10),3.76709 # DEPENDENCYPART_ARC
(9,11),1.04447 # DEPENDENCYPART_ARC
(9,12),2.42332 # DEPENDENCYPART_ARC
(9,13),0.149159 # DEPENDENCYPART_ARC
(9,14),1.834 # DEPENDENCYPART_ARC
(9,15),1.28548 # DEPENDENCYPART_ARC
(9,16),-0.281045 # DEPENDENCYPART_ARC
(9,17),0.281012 # DEPENDENCYPART_ARC
(9,18),0.72167 # DEPENDENCYPART_ARC
(9,19),1.61273 # DEPENDENCYPART_ARC
(9,20),-0.677742 # DEPENDENCYPART_ARC
(9,21),-0.766122 # DEPENDENCYPART_ARC
(9,22),0.572188 # DEPENDENCYPART_ARC
(9,23),2.31179 # DEPENDENCYPART_ARC
(10,1),-0.583318 # DEPENDENCYPART_ARC
(10,2),-0.0786787 # DEPENDENCYPART_ARC
(10,3),-1.58192 # DEPENDENCYPART_ARC
(10,4),-1.39283 # DEPENDENCYPART_ARC
(10,5),-1.21501 # DEPENDENCYPART_ARC
(10,6),-0.869787 # DEPENDENCYPART_ARC
(10,7),-0.19595 # DEPENDENCYPART_ARC
(10,8),-0.21166 # DEPENDENCYPART_ARC
(10,9),-0.24288 # DEPENDENCYPART_ARC
(10,11),2.42006 # DEPENDENCYPART_ARC
(10,12),1.26786 # DEPENDENCYPART_ARC
(10,13),0.189191 # DEPENDENCYPART_ARC
(10,14),1.49574 # DEPENDENCYPART_ARC
(10,15),0.709248 # DEPENDENCYPART_ARC
(10,16),-0.41066 # DEPENDENCYPART_ARC
(10,17),-0.642718 # DEPENDENCYPART_ARC
(10,18),-0.161851 # DEPENDENCYPART_ARC
(10,19),0.91951 # DEPENDENCYPART_ARC
(10,20),-3.0177 # DEPENDENCYPART_ARC
(10,21),-2.67064 # DEPENDENCYPART_ARC
(10,22),-2.04047 # DEPENDENCYPART_ARC
(10,23),1.19498 # DEPENDENCYPART_ARC
(11,1),-2.83253 # DEPENDENCYPART_ARC
(11,2),-1.99874 # DEPENDENCYPART_ARC
(11,3),-2.70417 # DEPENDENCYPART_ARC
(11,4),-2.49311 # DEPENDENCYPART_ARC
(11,5),-2.33001 # DEPENDENCYPART_ARC
(11,6),-2.22481 # DEPENDENCYPART_ARC
(11,7),-1.04929 # DEPENDENCYPART_ARC
(11,8),-1.58056 # DEPENDENCYPART_ARC
(11,9),-1.5909 # DEPENDENCYPART_ARC
(11,10),-0.297706 # DEPENDENCYPART_ARC
(11,12),1.13231 # DEPENDENCYPART_ARC
(11,13),0.741476 # DEPENDENCYPART_ARC
(11,14),0.35395 # DEPENDENCYPART_ARC
(11,15),0.00830898 # DEPENDENCYPART_ARC
(11,16),-0.904084 # DEPENDENCYPART_ARC
(11,17),-0.364739 # DEPENDENCYPART_ARC
(11,18),0.758084 # DEPENDENCYPART_ARC
(11,19),-0.169056 # DEPENDENCYPART_ARC
(11,20),-0.83028 # DEPENDENCYPART_ARC
(11,21),-0.885292 # DEPENDENCYPART_ARC
(11,22),-0.518368 # DEPENDENCYPART_ARC
(11,23),-0.351601 # DEPENDENCYPART_ARC
(12,1),-2.02278 # DEPENDENCYPART_ARC
(12,2),-1.7307 # DEPENDENCYPART_ARC
(12,3),-2.62236 # DEPENDENCYPART_ARC
(12,4),-2.40438 # DEPENDENCYPART_ARC
(12,5),-2.13046 # DEPENDENCYPART_ARC
(12,6),-1.54461 # DEPENDENCYPART_ARC
(12,7),-1.37799 # DEPENDENCYPART_ARC
(12,8),-1.85537 # DEPENDENCYPART_ARC
(12,9),-1.67719 # DEPENDENCYPART_ARC
(12,10),-1.13246 # DEPENDENCYPART_ARC
(12,11),-0.327248 # DEPENDENCYPART_ARC
(12,13),0.23713 # DEPENDENCYPART_ARC
(12,14),0.0423297 # DEPENDENCYPART_ARC
(12,15),-0.111941 # DEPENDENCYPART_ARC
(12,16),-1.17709 # DEPENDENCYPART_ARC
(12,17),-1.06785 # DEPENDENCYPART_ARC
(12,18),-0.220209 # DEPENDENCYPART_ARC
(12,19),-0.448158 # DEPENDENCYPART_ARC
(12,20),-1.53958 # DEPENDENCYPART_ARC
(12,21),-1.66631 # DEPENDENCYPART_ARC
(12,22),-0.470928 # DEPENDENCYPART_ARC
(12,23),-0.264438 # DEPENDENCYPART_ARC
(13,1),-2.559 # DEPENDENCYPART_ARC
(13,2),-1.87621 # DEPENDENCYPART_ARC
(13,3),-2.37977 # DEPENDENCYPART_ARC
(13,4),-2.22506 # DEPENDENCYPART_ARC
(13,5),-2.08568 # DEPENDENCYPART_ARC
(13,6),-1.96296 # DEPENDENCYPART_ARC
(13,7),-1.02333 # DEPENDENCYPART_ARC
(13,8),-1.65555 # DEPENDENCYPART_ARC
(13,9),-1.65115 # DEPENDENCYPART_ARC
(13,10),-0.792636 # DEPENDENCYPART_ARC
(13,11),-0.445902 # DEPENDENCYPART_ARC
(13,12),0.058041 # DEPENDENCYPART_ARC
(13,14),1.03055 # DEPENDENCYPART_ARC
(13,15),0.343159 # DEPENDENCYPART_ARC
(13,16),-0.692675 # DEPENDENCYPART_ARC
(13,17),-0.00348966 # DEPENDENCYPART_ARC
(13,18),0.546418 # DEPENDENCYPART_ARC
(13,19),-0.141032 # DEPENDENCYPART_ARC
(13,20),-0.688799 # DEPENDENCYPART_ARC
(13,21),-0.793437 # DEPENDENCYPART_ARC
(13,22),-0.637507 # DEPENDENCYPART_ARC
(13,23),-0.509251 # DEPENDENCYPART_ARC
(14,1),0.663563 # DEPENDENCYPART_ARC
(14,2),0.169518 # DEPENDENCYPART_ARC
(14,3),-0.360021 # DEPENDENCYPART_ARC
(14,4),-0.194038 # DEPENDENCYPART_ARC
(14,5),0.228947 # DEPENDENCYPART_ARC
(14,6),-0.848782 # DEPENDENCYPART_ARC
(14,7),1.33864 # DEPENDENCYPART_ARC
(14,8),1.25843 # DEPENDENCYPART_ARC
(14,9),0.434524 # DEPENDENCYPART_ARC
(14,10),0.370508 # DEPENDENCYPART_ARC
(14,11),1.36661 # DEPENDENCYPART_ARC
(14,12),1.24185 # DEPENDENCYPART_ARC
(14,13),4.05824 # DEPENDENCYPART_ARC
(14,15),4.00945 # DEPENDENCYPART_ARC
(14,16),0.883388 # DEPENDENCYPART_ARC
(14,17),1.83369 # DEPENDENCYPART_ARC
(14,18),1.7681 # DEPENDENCYPART_ARC
(14,19),0.875299 # DEPENDENCYPART_ARC
(14,20),-0.0324187 # DEPENDENCYPART_ARC
(14,21),-0.025252 # DEPENDENCYPART_ARC
(14,22),0.960502 # DEPENDENCYPART_ARC
(14,23),1.82288 # DEPENDENCYPART_ARC
(15,1),-1.79814 # DEPENDENCYPART_ARC
(15,2),0.626597 # DEPENDENCYPART_ARC
(15,3),-0.756361 # DEPENDENCYPART_ARC
(15,4),-0.638146 # DEPENDENCYPART_ARC
(15,5),-0.608908 # DEPENDENCYPART_ARC
(15,6),-0.532664 # DEPENDENCYPART_ARC
(15,7),-0.151113 # DEPENDENCYPART_ARC
(15,8),-0.115543 # DEPENDENCYPART_ARC
(15,9),-0.106216 # DEPENDENCYPART_ARC
(15,10),0.650201 # DEPENDENCYPART_ARC
(15,11),0.501019 # DEPENDENCYPART_ARC
(15,12),1.0838 # DEPENDENCYPART_ARC
(15,13),1.19215 # DEPENDENCYPART_ARC
(15,14),1.03287 # DEPENDENCYPART_ARC
(15,16),1.37437 # DEPENDENCYPART_ARC
(15,17),3.01217 # DEPENDENCYPART_ARC
(15,18),1.50265 # DEPENDENCYPART_ARC
(15,19),1.38728 # DEPENDENCYPART_ARC
(15,20),0.176662 # DEPENDENCYPART_ARC
(15,21),0.118411 # DEPENDENCYPART_ARC
(15,22),0.595769 # DEPENDENCYPART_ARC
(15,23),0.443898 # DEPENDENCYPART_ARC
(16,1),-2.52555 # DEPENDENCYPART_ARC
(16,2),-2.04352 # DEPENDENCYPART_ARC
(16,3),-2.69402 # DEPENDENCYPART_ARC
(16,4),-2.43733 # DEPENDENCYPART_ARC
(16,5),-2.28698 # DEPENDENCYPART_ARC
(16,6),-2.27574 # DEPENDENCYPART_ARC
(16,7),-1.86359 # DEPENDENCYPART_ARC
(16,8),-2.17653 # DEPENDENCYPART_ARC
(16,9),-1.95606 # DEPENDENCYPART_ARC
(16,10),-1.5031 # DEPENDENCYPART_ARC
(16,11),-1.63592 # DEPENDENCYPART_ARC
(16,12),-1.04161 # DEPENDENCYPART_ARC
(16,13),-1.0605 # DEPENDENCYPART_ARC
(16,14),-1.08441 # DEPENDENCYPART_ARC
(16,15),-0.103229 # DEPENDENCYPART_ARC
(16,17),1.37177 # DEPENDENCYPART_ARC
(16,18),0.220774 # DEPENDENCYPART_ARC
(16,19),0.144287 # DEPENDENCYPART_ARC
(16,20),-0.452787 # DEPENDENCYPART_ARC
(16,21),-0.62433 # DEPENDENCYPART_ARC
(16,22),-0.419634 # DEPENDENCYPART_ARC
(16,23),-0.375133 # DEPENDENCYPART_ARC
(17,1),-1.83062 # DEPENDENCYPART_ARC
(17,2),-1.21411 # DEPENDENCYPART_ARC
(17,3),-2.42909 # DEPENDENCYPART_ARC
(17,4),-2.18104 # DEPENDENCYPART_ARC
(17,5),-1.98327 # DEPENDENCYPART_ARC
(17,6),-1.5568 # DEPENDENCYPART_ARC
(17,7),-2.07105 # DEPENDENCYPART_ARC
(17,8),-1.60027 # DEPENDENCYPART_ARC
(17,9),-1.5844 # DEPENDENCYPART_ARC
(17,10),-0.899997 # DEPENDENCYPART_ARC
(17,11),-1.14376 # DEPENDENCYPART_ARC
(17,12),-0.320102 # DEPENDENCYPART_ARC
(17,13),-0.398952 # DEPENDENCYPART_ARC
(17,14),-0.524337 # DEPENDENCYPART_ARC
(17,15),1.52138 # DEPENDENCYPART_ARC
(17,16),4.18632 # DEPENDENCYPART_ARC
(17,18),1.14818 # DEPENDENCYPART_ARC
(17,19),1.06354 # DEPENDENCYPART_ARC
(17,20),0.0954613 # DEPENDENCYPART_ARC
(17,21),-0.164677 # DEPENDENCYPART_ARC
(17,22),0.12271 # DEPENDENCYPART_ARC
(17,23),-0.106335 # DEPENDENCYPART_ARC
(18,1),-2.3562 # DEPENDENCYPART_ARC
(18,2),-1.86422 # DEPENDENCYPART_ARC
(18,3),-2.68102 # DEPENDENCYPART_ARC
(18,4),-2.59604 # DEPENDENCYPART_ARC
(18,5),-1.7682 # DEPENDENCYPART_ARC
(18,6),-2.19422 # DEPENDENCYPART_ARC
(18,7),-0.686475 # DEPENDENCYPART_ARC
(18,8),-2.18038 # DEPENDENCYPART_ARC
(18,9),-2.12498 # DEPENDENCYPART_ARC
(18,10),-1.6015 # DEPENDENCYPART_ARC
(18,11),-1.83283 # DEPENDENCYPART_ARC
(18,12),-1.12132 # DEPENDENCYPART_ARC
(18,13),-1.68197 # DEPENDENCYPART_ARC
(18,14),-1.74091 # DEPENDENCYPART_ARC
(18,15),-0.799336 # DEPENDENCYPART_ARC
(18,16),-0.258437 # DEPENDENCYPART_ARC
(18,17),-0.939439 # DEPENDENCYPART_ARC
(18,19),0.254519 # DEPENDENCYPART_ARC
(18,20),-0.493617 # DEPENDENCYPART_ARC
(18,21),-0.751245 # DEPENDENCYPART_ARC
(18,22),-0.806686 # DEPENDENCYPART_ARC
(18,23),-1.09366 # DEPENDENCYPART_ARC
(19,1),-1.17068 # DEPENDENCYPART_ARC
(19,2),-2.41281 # DEPENDENCYPART_ARC
(19,3),-3.08778 # DEPENDENCYPART_ARC
(19,4),-2.80675 # DEPENDENCYPART_ARC
(19,5),-2.6245 # DEPENDENCYPART_ARC
(19,6),-2.61194 # DEPENDENCYPART_ARC
(19,7),-2.08255 # DEPENDENCYPART_ARC
(19,8),-2.57278 # DEPENDENCYPART_ARC
(19,9),-2.35793 # DEPENDENCYPART_ARC
(19,10),-1.92598 # DEPENDENCYPART_ARC
(19,11),-2.2529 # DEPENDENCYPART_ARC
(19,12),-1.59831 # DEPENDENCYPART_ARC
(19,13),-1.96692 # DEPENDENCYPART_ARC
(19,14),-1.99186 # DEPENDENCYPART_ARC
(19,15),-1.4648 # DEPENDENCYPART_ARC
(19,16),-0.541932 # DEPENDENCYPART_ARC
(19,17),-1.3285 # DEPENDENCYPART_ARC
(19,18),0.0128841 # DEPENDENCYPART_ARC
(19,20),-0.19729 # DEPENDENCYPART_ARC
(19,21),-0.749955 # DEPENDENCYPART_ARC
(19,22),-0.754033 # DEPENDENCYPART_ARC
(19,23),-1.01129 # DEPENDENCYPART_ARC
(20,1),-3.30774 # DEPENDENCYPART_ARC
(20,2),-3.4076 # DEPENDENCYPART_ARC
(20,3),-3.25108 # DEPENDENCYPART_ARC
(20,4),-3.63804 # DEPENDENCYPART_ARC
(20,5),-3.62511 # DEPENDENCYPART_ARC
(20,6),-3.15534 # DEPENDENCYPART_ARC
(20,7),-3.37175 # DEPENDENCYPART_ARC
(20,8),-2.83204 # DEPENDENCYPART_ARC
(20,9),-3.09837 # DEPENDENCYPART_ARC
(20,10),-2.20972 # DEPENDENCYPART_ARC
(20,11),-2.19213 # DEPENDENCYPART_ARC
(20,12),-1.82885 # DEPENDENCYPART_ARC
(20,13),-1.9342 # DEPENDENCYPART_ARC
(20,14),-2.24387 # DEPENDENCYPART_ARC
(20,15),-1.16684 # DEPENDENCYPART_ARC
(20,16),0.223622 # DEPENDENCYPART_ARC
(20,17),-1.01813 # DEPENDENCYPART_ARC
(20,18),-0.305851 # DEPENDENCYPART_ARC
(20,19),0.0961235 # DEPENDENCYPART_ARC
(20,21),1.18241 # DEPENDENCYPART_ARC
(20,22),-1.25668 # DEPENDENCYPART_ARC
(20,23),-1.50658 # DEPENDENCYPART_ARC
(21,1),-2.74844 # DEPENDENCYPART_ARC
