# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,17,18,21,19,14,
(0,1),-7.83337 # DEPENDENCYPART_ARC
(0,2),-7.0699 # DEPENDENCYPART_ARC
(0,3),-7.0009 # DEPENDENCYPART_ARC
(0,4),-7.72781 # DEPENDENCYPART_ARC
(0,5),-1.99825 # DEPENDENCYPART_ARC
(0,6),-2.7342 # DEPENDENCYPART_ARC
(0,7),-7.34675 # DEPENDENCYPART_ARC
(0,8),-7.78574 # DEPENDENCYPART_ARC
(0,9),-6.86046 # DEPENDENCYPART_ARC
(0,10),-7.91696 # DEPENDENCYPART_ARC
(0,11),-7.85952 # DEPENDENCYPART_ARC
(0,12),-7.20405 # DEPENDENCYPART_ARC
(0,13),-3.29813 # DEPENDENCYPART_ARC
(0,14),-2.0353 # DEPENDENCYPART_ARC
(0,15),-6.72671 # DEPENDENCYPART_ARC
(0,16),-9.83138 # DEPENDENCYPART_ARC
(0,17),-6.69888 # DEPENDENCYPART_ARC
(0,18),-8.2391 # DEPENDENCYPART_ARC
(0,19),-7.80461 # DEPENDENCYPART_ARC
(0,20),-7.92077 # DEPENDENCYPART_ARC
(0,21),-6.44407 # DEPENDENCYPART_ARC
(0,22),-8.6329 # DEPENDENCYPART_ARC
(1,2),0.135965 # DEPENDENCYPART_ARC
(1,3),-0.498065 # DEPENDENCYPART_ARC
(1,4),-1.20951 # DEPENDENCYPART_ARC
(1,5),-1.87341 # DEPENDENCYPART_ARC
(1,6),-1.75539 # DEPENDENCYPART_ARC
(1,7),-2.52147 # DEPENDENCYPART_ARC
(1,8),-1.3042 # DEPENDENCYPART_ARC
(1,9),-3.97082 # DEPENDENCYPART_ARC
(1,10),-2.72848 # DEPENDENCYPART_ARC
(1,11),-2.2628 # DEPENDENCYPART_ARC
(1,12),-2.89359 # DEPENDENCYPART_ARC
(1,13),-2.77124 # DEPENDENCYPART_ARC
(1,14),-3.26253 # DEPENDENCYPART_ARC
(1,15),-3.83925 # DEPENDENCYPART_ARC
(1,16),-3.75884 # DEPENDENCYPART_ARC
(1,17),-3.92074 # DEPENDENCYPART_ARC
(1,18),-2.40871 # DEPENDENCYPART_ARC
(1,19),-3.71304 # DEPENDENCYPART_ARC
(1,20),-2.4152 # DEPENDENCYPART_ARC
(1,21),-4.97396 # DEPENDENCYPART_ARC
(1,22),-3.43313 # DEPENDENCYPART_ARC
(2,1),1.68619 # DEPENDENCYPART_ARC
(2,3),1.19498 # DEPENDENCYPART_ARC
(2,4),1.17121 # DEPENDENCYPART_ARC
(2,5),0.377154 # DEPENDENCYPART_ARC
(2,6),-0.0975768 # DEPENDENCYPART_ARC
(2,7),-1.64251 # DEPENDENCYPART_ARC
(2,8),-1.41569 # DEPENDENCYPART_ARC
(2,9),-1.04225 # DEPENDENCYPART_ARC
(2,10),-1.02911 # DEPENDENCYPART_ARC
(2,11),-0.812371 # DEPENDENCYPART_ARC
(2,12),-3.44847 # DEPENDENCYPART_ARC
(2,13),-1.29354 # DEPENDENCYPART_ARC
(2,14),-1.69853 # DEPENDENCYPART_ARC
(2,15),-2.57876 # DEPENDENCYPART_ARC
(2,16),-2.89221 # DEPENDENCYPART_ARC
(2,17),-1.85958 # DEPENDENCYPART_ARC
(2,18),-1.30002 # DEPENDENCYPART_ARC
(2,19),-4.05561 # DEPENDENCYPART_ARC
(2,20),-2.35617 # DEPENDENCYPART_ARC
(2,21),-1.95009 # DEPENDENCYPART_ARC
(2,22),-1.5616 # DEPENDENCYPART_ARC
(3,1),3.74659 # DEPENDENCYPART_ARC
(3,2),4.68716 # DEPENDENCYPART_ARC
(3,4),4.44105 # DEPENDENCYPART_ARC
(3,5),1.09111 # DEPENDENCYPART_ARC
(3,6),0.872086 # DEPENDENCYPART_ARC
(3,7),-0.588799 # DEPENDENCYPART_ARC
(3,8),-0.626517 # DEPENDENCYPART_ARC
(3,9),-0.310796 # DEPENDENCYPART_ARC
(3,10),-0.64445 # DEPENDENCYPART_ARC
(3,11),-0.101026 # DEPENDENCYPART_ARC
(3,12),-1.50252 # DEPENDENCYPART_ARC
(3,13),-1.86561 # DEPENDENCYPART_ARC
(3,14),-1.83358 # DEPENDENCYPART_ARC
(3,15),-2.39503 # DEPENDENCYPART_ARC
(3,16),-2.46414 # DEPENDENCYPART_ARC
(3,17),-1.32416 # DEPENDENCYPART_ARC
(3,18),-0.335821 # DEPENDENCYPART_ARC
(3,19),-3.75766 # DEPENDENCYPART_ARC
(3,20),-1.76625 # DEPENDENCYPART_ARC
(3,21),-1.42898 # DEPENDENCYPART_ARC
(3,22),-0.190456 # DEPENDENCYPART_ARC
(4,1),0.385197 # DEPENDENCYPART_ARC
(4,2),-0.767829 # DEPENDENCYPART_ARC
(4,3),0.107049 # DEPENDENCYPART_ARC
(4,5),-0.394499 # DEPENDENCYPART_ARC
(4,6),-1.60509 # DEPENDENCYPART_ARC
(4,7),-2.52061 # DEPENDENCYPART_ARC
(4,8),-1.93485 # DEPENDENCYPART_ARC
(4,9),-1.94785 # DEPENDENCYPART_ARC
(4,10),-1.62557 # DEPENDENCYPART_ARC
(4,11),-1.77256 # DEPENDENCYPART_ARC
(4,12),-4.34068 # DEPENDENCYPART_ARC
(4,13),-2.931 # DEPENDENCYPART_ARC
(4,14),-3.46465 # DEPENDENCYPART_ARC
(4,15),-3.64574 # DEPENDENCYPART_ARC
(4,16),-4.0625 # DEPENDENCYPART_ARC
(4,17),-2.87441 # DEPENDENCYPART_ARC
(4,18),-2.13489 # DEPENDENCYPART_ARC
(4,19),-5.05288 # DEPENDENCYPART_ARC
(4,20),-3.17761 # DEPENDENCYPART_ARC
(4,21),-3.06982 # DEPENDENCYPART_ARC
(4,22),-2.42997 # DEPENDENCYPART_ARC
(5,1),-2.29773 # DEPENDENCYPART_ARC
(5,2),-1.01311 # DEPENDENCYPART_ARC
(5,3),-0.461688 # DEPENDENCYPART_ARC
(5,4),-0.963217 # DEPENDENCYPART_ARC
(5,6),0.867067 # DEPENDENCYPART_ARC
(5,7),0.749313 # DEPENDENCYPART_ARC
(5,8),-1.7813 # DEPENDENCYPART_ARC
(5,9),-0.859485 # DEPENDENCYPART_ARC
(5,10),-0.699453 # DEPENDENCYPART_ARC
(5,11),-0.735217 # DEPENDENCYPART_ARC
(5,12),-1.51407 # DEPENDENCYPART_ARC
(5,13),-2.74318 # DEPENDENCYPART_ARC
(5,14),-2.48065 # DEPENDENCYPART_ARC
(5,15),-1.10321 # DEPENDENCYPART_ARC
(5,16),-4.99075 # DEPENDENCYPART_ARC
(5,17),-1.68971 # DEPENDENCYPART_ARC
(5,18),-2.15228 # DEPENDENCYPART_ARC
(5,19),-3.95025 # DEPENDENCYPART_ARC
(5,20),-2.68116 # DEPENDENCYPART_ARC
(5,21),-2.38387 # DEPENDENCYPART_ARC
(5,22),0.83001 # DEPENDENCYPART_ARC
(6,1),0.364041 # DEPENDENCYPART_ARC
(6,2),1.21048 # DEPENDENCYPART_ARC
(6,3),2.21138 # DEPENDENCYPART_ARC
(6,4),0.964254 # DEPENDENCYPART_ARC
(6,5),6.14975 # DEPENDENCYPART_ARC
(6,7),4.54145 # DEPENDENCYPART_ARC
(6,8),0.840157 # DEPENDENCYPART_ARC
(6,9),2.54589 # DEPENDENCYPART_ARC
(6,10),1.22548 # DEPENDENCYPART_ARC
(6,11),1.92457 # DEPENDENCYPART_ARC
(6,12),0.923612 # DEPENDENCYPART_ARC
(6,13),0.744923 # DEPENDENCYPART_ARC
(6,14),0.726336 # DEPENDENCYPART_ARC
(6,15),1.66468 # DEPENDENCYPART_ARC
(6,16),-2.51016 # DEPENDENCYPART_ARC
(6,17),1.04313 # DEPENDENCYPART_ARC
(6,18),0.363055 # DEPENDENCYPART_ARC
(6,19),-1.18001 # DEPENDENCYPART_ARC
(6,20),-1.01678 # DEPENDENCYPART_ARC
(6,21),0.714116 # DEPENDENCYPART_ARC
(6,22),3.3229 # DEPENDENCYPART_ARC
(7,1),-2.14128 # DEPENDENCYPART_ARC
(7,2),-2.35184 # DEPENDENCYPART_ARC
(7,3),-2.40024 # DEPENDENCYPART_ARC
(7,4),-1.85097 # DEPENDENCYPART_ARC
(7,5),-0.863308 # DEPENDENCYPART_ARC
(7,6),-0.367496 # DEPENDENCYPART_ARC
(7,8),1.31118 # DEPENDENCYPART_ARC
(7,9),4.06564 # DEPENDENCYPART_ARC
(7,10),0.478857 # DEPENDENCYPART_ARC
(7,11),-0.579338 # DEPENDENCYPART_ARC
(7,12),-0.00298192 # DEPENDENCYPART_ARC
(7,13),-0.75513 # DEPENDENCYPART_ARC
(7,14),-0.554078 # DEPENDENCYPART_ARC
(7,15),-1.52078 # DEPENDENCYPART_ARC
(7,16),-3.06332 # DEPENDENCYPART_ARC
(7,17),-2.62054 # DEPENDENCYPART_ARC
(7,18),-1.26848 # DEPENDENCYPART_ARC
(7,19),-0.926382 # DEPENDENCYPART_ARC
(7,20),-2.89098 # DEPENDENCYPART_ARC
(7,21),-3.7461 # DEPENDENCYPART_ARC
(7,22),-0.922774 # DEPENDENCYPART_ARC
(8,1),-2.47248 # DEPENDENCYPART_ARC
(8,2),-2.31843 # DEPENDENCYPART_ARC
(8,3),-2.96546 # DEPENDENCYPART_ARC
(8,4),-2.00522 # DEPENDENCYPART_ARC
(8,5),-2.46498 # DEPENDENCYPART_ARC
(8,6),-1.57295 # DEPENDENCYPART_ARC
(8,7),0.0272999 # DEPENDENCYPART_ARC
(8,9),0.883236 # DEPENDENCYPART_ARC
(8,10),-1.00066 # DEPENDENCYPART_ARC
(8,11),-0.945601 # DEPENDENCYPART_ARC
(8,12),-0.819617 # DEPENDENCYPART_ARC
(8,13),-0.309067 # DEPENDENCYPART_ARC
(8,14),-1.01753 # DEPENDENCYPART_ARC
(8,15),-1.97553 # DEPENDENCYPART_ARC
(8,16),-2.31067 # DEPENDENCYPART_ARC
(8,17),-1.33577 # DEPENDENCYPART_ARC
(8,18),-2.2509 # DEPENDENCYPART_ARC
(8,19),-1.90265 # DEPENDENCYPART_ARC
(8,20),-1.17398 # DEPENDENCYPART_ARC
(8,21),-1.72562 # DEPENDENCYPART_ARC
(8,22),-1.25652 # DEPENDENCYPART_ARC
(9,1),-0.386844 # DEPENDENCYPART_ARC
(9,2),-1.00575 # DEPENDENCYPART_ARC
(9,3),-1.33192 # DEPENDENCYPART_ARC
(9,4),-1.62678 # DEPENDENCYPART_ARC
(9,5),0.552296 # DEPENDENCYPART_ARC
(9,6),-0.516218 # DEPENDENCYPART_ARC
(9,7),1.64946 # DEPENDENCYPART_ARC
(9,8),3.47889 # DEPENDENCYPART_ARC
(9,10),0.78958 # DEPENDENCYPART_ARC
(9,11),0.589114 # DEPENDENCYPART_ARC
(9,12),0.778057 # DEPENDENCYPART_ARC
(9,13),0.940141 # DEPENDENCYPART_ARC
(9,14),0.339911 # DEPENDENCYPART_ARC
(9,15),-1.50525 # DEPENDENCYPART_ARC
(9,16),-2.95363 # DEPENDENCYPART_ARC
(9,17),-1.98043 # DEPENDENCYPART_ARC
(9,18),0.00984156 # DEPENDENCYPART_ARC
(9,19),-2.23325 # DEPENDENCYPART_ARC
(9,20),-1.7918 # DEPENDENCYPART_ARC
(9,21),-1.32353 # DEPENDENCYPART_ARC
(9,22),0.536276 # DEPENDENCYPART_ARC
(10,1),-3.23455 # DEPENDENCYPART_ARC
(10,2),-2.35247 # DEPENDENCYPART_ARC
(10,3),-2.96875 # DEPENDENCYPART_ARC
(10,4),-2.32731 # DEPENDENCYPART_ARC
(10,5),-2.83946 # DEPENDENCYPART_ARC
(10,6),-2.45736 # DEPENDENCYPART_ARC
(10,7),-1.35935 # DEPENDENCYPART_ARC
(10,8),-1.42218 # DEPENDENCYPART_ARC
(10,9),-1.111 # DEPENDENCYPART_ARC
(10,11),-1.39185 # DEPENDENCYPART_ARC
(10,12),-1.93119 # DEPENDENCYPART_ARC
(10,13),-1.55182 # DEPENDENCYPART_ARC
(10,14),-2.15059 # DEPENDENCYPART_ARC
(10,15),-2.61404 # DEPENDENCYPART_ARC
(10,16),-3.12625 # DEPENDENCYPART_ARC
(10,17),-2.68711 # DEPENDENCYPART_ARC
(10,18),-2.83335 # DEPENDENCYPART_ARC
(10,19),-2.64248 # DEPENDENCYPART_ARC
(10,20),-2.24759 # DEPENDENCYPART_ARC
(10,21),-2.78625 # DEPENDENCYPART_ARC
(10,22),-1.97452 # DEPENDENCYPART_ARC
(11,1),-1.61165 # DEPENDENCYPART_ARC
(11,2),-1.22316 # DEPENDENCYPART_ARC
(11,3),-2.06634 # DEPENDENCYPART_ARC
(11,4),-1.02354 # DEPENDENCYPART_ARC
(11,5),-1.46963 # DEPENDENCYPART_ARC
(11,6),-1.28092 # DEPENDENCYPART_ARC
(11,7),0.357907 # DEPENDENCYPART_ARC
(11,8),-0.351597 # DEPENDENCYPART_ARC
(11,9),-0.271146 # DEPENDENCYPART_ARC
(11,10),2.40201 # DEPENDENCYPART_ARC
(11,12),3.62028 # DEPENDENCYPART_ARC
(11,13),2.02159 # DEPENDENCYPART_ARC
(11,14),1.03397 # DEPENDENCYPART_ARC
(11,15),0.327936 # DEPENDENCYPART_ARC
(11,16),-0.265116 # DEPENDENCYPART_ARC
(11,17),-0.381348 # DEPENDENCYPART_ARC
(11,18),0.503342 # DEPENDENCYPART_ARC
(11,19),0.534298 # DEPENDENCYPART_ARC
(11,20),-0.0775126 # DEPENDENCYPART_ARC
(11,21),-0.443562 # DEPENDENCYPART_ARC
(11,22),0.794205 # DEPENDENCYPART_ARC
(12,1),-2.06736 # DEPENDENCYPART_ARC
(12,2),-2.25493 # DEPENDENCYPART_ARC
(12,3),-2.73306 # DEPENDENCYPART_ARC
(12,4),-2.17549 # DEPENDENCYPART_ARC
(12,5),-1.06607 # DEPENDENCYPART_ARC
(12,6),-1.19707 # DEPENDENCYPART_ARC
(12,7),-1.28124 # DEPENDENCYPART_ARC
(12,8),-1.04318 # DEPENDENCYPART_ARC
(12,9),-1.57848 # DEPENDENCYPART_ARC
(12,10),0.724348 # DEPENDENCYPART_ARC
(12,11),0.928377 # DEPENDENCYPART_ARC
(12,13),2.86257 # DEPENDENCYPART_ARC
(12,14),3.45516 # DEPENDENCYPART_ARC
(12,15),-0.0368449 # DEPENDENCYPART_ARC
(12,16),-0.995832 # DEPENDENCYPART_ARC
(12,17),1.61458 # DEPENDENCYPART_ARC
(12,18),0.71447 # DEPENDENCYPART_ARC
(12,19),0.612475 # DEPENDENCYPART_ARC
(12,20),0.137908 # DEPENDENCYPART_ARC
(12,21),-0.0492794 # DEPENDENCYPART_ARC
(12,22),1.34901 # DEPENDENCYPART_ARC
(13,1),-3.96641 # DEPENDENCYPART_ARC
(13,2),-2.14002 # DEPENDENCYPART_ARC
(13,3),-2.48887 # DEPENDENCYPART_ARC
(13,4),-2.86461 # DEPENDENCYPART_ARC
(13,5),0.402104 # DEPENDENCYPART_ARC
(13,6),-1.71298 # DEPENDENCYPART_ARC
(13,7),-0.532034 # DEPENDENCYPART_ARC
(13,8),-1.97949 # DEPENDENCYPART_ARC
(13,9),-1.66808 # DEPENDENCYPART_ARC
(13,10),-0.566147 # DEPENDENCYPART_ARC
(13,11),0.227113 # DEPENDENCYPART_ARC
(13,12),0.120158 # DEPENDENCYPART_ARC
(13,14),1.34371 # DEPENDENCYPART_ARC
(13,15),0.32892 # DEPENDENCYPART_ARC
(13,16),-3.56464 # DEPENDENCYPART_ARC
(13,17),-0.216932 # DEPENDENCYPART_ARC
(13,18),-0.968851 # DEPENDENCYPART_ARC
(13,19),-2.72884 # DEPENDENCYPART_ARC
(13,20),-2.30539 # DEPENDENCYPART_ARC
(13,21),-0.786497 # DEPENDENCYPART_ARC
(13,22),0.925736 # DEPENDENCYPART_ARC
(14,1),-2.68288 # DEPENDENCYPART_ARC
(14,2),0.0313142 # DEPENDENCYPART_ARC
(14,3),0.51531 # DEPENDENCYPART_ARC
(14,4),-1.04458 # DEPENDENCYPART_ARC
(14,5),2.653 # DEPENDENCYPART_ARC
(14,6),0.402961 # DEPENDENCYPART_ARC
(14,7),1.13675 # DEPENDENCYPART_ARC
(14,8),-0.129481 # DEPENDENCYPART_ARC
(14,9),0.47918 # DEPENDENCYPART_ARC
(14,10),0.235287 # DEPENDENCYPART_ARC
(14,11),1.5291 # DEPENDENCYPART_ARC
(14,12),1.20478 # DEPENDENCYPART_ARC
(14,13),5.27533 # DEPENDENCYPART_ARC
(14,15),3.52811 # DEPENDENCYPART_ARC
(14,16),-1.30657 # DEPENDENCYPART_ARC
(14,17),1.79438 # DEPENDENCYPART_ARC
(14,18),1.34994 # DEPENDENCYPART_ARC
(14,19),-0.554973 # DEPENDENCYPART_ARC
(14,20),-0.509063 # DEPENDENCYPART_ARC
(14,21),0.858177 # DEPENDENCYPART_ARC
(14,22),3.79471 # DEPENDENCYPART_ARC
(15,1),-2.63137 # DEPENDENCYPART_ARC
(15,2),-3.12059 # DEPENDENCYPART_ARC
(15,3),-3.68661 # DEPENDENCYPART_ARC
(15,4),-3.07524 # DEPENDENCYPART_ARC
(15,5),-2.33718 # DEPENDENCYPART_ARC
(15,6),-2.95522 # DEPENDENCYPART_ARC
(15,7),-2.42953 # DEPENDENCYPART_ARC
